"","pcor_all","pcor_real","pcor_pseudo","date_ldt","realpseudo","length_real","length_pseduo","subj"
"42",0.894,0.924,0.864,"2020-06-20",-0.0488985539452459,0.014476620149897,0.000791980691272614,38
"43",0.708,0.764,0.652,"2020-06-07",0.026234630413531,0.00968867362035469,0.00638849663710861,39
"44",0.872,0.86,0.884,"2020-06-11",-0.0953107803710618,0.0148867711956316,0.0129564698075291,40
"45",0.912,0.924,0.9,"2020-06-13",-0.0435144371520124,0.00941258956707314,0.021890904191332,41
"46",0.85,0.88,0.82,"2020-06-13",-0.0600646005529112,0.0140111025524505,0.0109749099149614,42
"47",0.852,0.904,0.8,"2020-06-17",-0.0325782559116992,0.0147353272726014,0.00448125194469835,43
"48",0.492,0.852,0.132,"2020-06-12",-0.244388556837877,0.0175782707180721,0.00638329936600049,44
"49",0.914,0.896,0.932,"2020-06-18",-0.0197803922438124,0.0025884696056883,0.00139821160240852,45
"50",0.91,0.888,0.932,"2020-06-17",-0.00529874902177621,0.0109565040627947,0.0024763306321272,46
"51",0.798,0.876,0.72,"2020-06-24",-0.109208802030305,0.0177848367825085,0.0169143528613128,47
"52",0.784,0.748,0.82,"2020-06-15",0.0507744679941644,0.0248441287302177,0.0062926432119136,48
"53",0.776,0.74,0.812,"2020-06-14",-0.051520045844362,0.00591896892917102,0.00363358850297559,49
"54",0.826,0.908,0.744,"2020-06-17",-0.0917344708452912,0.00793202461813052,0.00318166906694966,50
"55",0.626,0.568,0.684,"2020-06-12",0.00107468095851527,0.000969871958650912,0.00095312211361702,51
"56",0.518,0.476,0.56,"2020-06-12",-0.1525051017154,-0.01490628612641,0.0140333475557706,52
"57",0.866,0.856,0.876,"2020-06-23",-0.0557246839706788,0.00816466477741092,0.00703221328926284,53
"58",0.872,0.86,0.884,"2020-06-18",-0.031655151309403,0.0066533306241898,0.0097007290760139,54
"59",0.816,0.772,0.86,"2020-06-13",-0.0386816811007783,0.0144401064977074,0.0218578230702959,55
"60",0.864,0.82,0.908,"2020-06-19",-0.0267051841853145,0.00774454755561204,0.00363770416982446,56
"61",0.908,0.932,0.884,"2020-06-17",-0.0622502014245452,0.0113943104081098,0.0116315824308142,57
"62",0.522,0.576,0.468,"2020-07-01",0.0458770618904494,0.0202579126812099,-0.0258236749603884,58
"63",0.814,0.836,0.792,"2020-07-01",-0.083193272761128,0.00946583717849353,0.00384364996702785,59
"64",0.53,0.64,0.42,"2020-06-15",-0.0995639601842179,0.019936833116325,-0.0204512188469788,60
"65",0.686,0.708,0.664,"2020-06-24",-0.0201189715200887,0.0041520388173104,0.0106786259755726,61
"66",0.56,0.7,0.42,"2020-07-07",0.027101054247307,-0.00471064589318352,0.00118119275527306,62
"67",0.914,0.92,0.908,"2020-06-17",-0.0498680331534954,0.00285098215036462,0.0128512988410635,63
"68",0.954,0.956,0.952,"2020-06-24",-0.0401074758805298,0.00551184923272902,0.0121517636294811,64
"69",0.88,0.876,0.884,"2020-06-17",-0.0256383406657096,-0.000872648818895618,-0.00245519202818345,65
"70",0.674,0.804,0.544,"2020-06-17",-0.285630330756768,-0.0157493114730965,-0.00845261512700862,66
"71",0.674,0.804,0.544,"2020-06-17",-0.285630330756768,-0.0157493114730965,-0.00845261512700862,141
"72",0.852,0.828,0.876,"2020-06-16",-0.0228027961449682,0.00801684901384593,0.00511550337496341,67
"73",0.882,0.876,0.888,"2020-06-16",-0.0579622591739518,0.00578978909179828,0.00750450116622453,68
"74",0.674,0.652,0.696,"2020-07-02",-0.047375677396024,0.047450844983875,-0.00497088065467876,69
"75",0.856,0.892,0.82,"2020-06-16",-0.0649708625610928,0.00488109584818131,0.0182373091978744,70
"76",0.774,0.856,0.692,"2020-06-17",-0.0115310816580572,0.00758878475806637,0.00140423954685202,71
"77",0.586,0.584,0.588,"2020-06-21",0.0340801662948601,-0.0303197433006412,-0.0303637074144869,72
"78",0.602,0.672,0.532,"2020-06-19",-0.153047058834689,-0.0350456298129958,-0.00682395317462883,73
"79",0.906,0.932,0.88,"2020-06-16",-0.0611632707299595,0.00965606327822745,-0.00580544644257212,74
"80",0.866,0.848,0.884,"2020-06-16",-0.038866765653905,0.0047201927304415,0.0065569508082253,75
"81",0.948,0.924,0.972,"2020-06-16",-0.0549425445906455,-0.00442788506879625,0.00479664297359123,76
"82",0.864,0.892,0.836,"2020-06-16",-0.0567929964115935,0.00612561507859061,-0.0029859585701929,77
"83",0.684,0.74,0.628,"2020-06-16",-0.0249612926436201,0.0138670800257057,-0.000109394464491707,78
"84",0.85,0.904,0.796,"2020-06-16",-0.0915266915426583,0.00201345076883038,0.00690967381704535,79
"85",0.698,0.812,0.584,"2020-06-20",-0.12756238733588,0.00999054346231039,0.00119831420324313,80
"86",0.806,0.876,0.736,"2020-06-19",-0.115312712951665,0.00827352954267428,0.00858292974858155,81
"87",0.944,0.92,0.968,"2020-06-27",0.00873436946505184,-0.00117446061249136,0.00622552505580143,82
"88",0.92,0.932,0.908,"2020-06-26",-0.0289299652745518,0.00385237939518303,0.0119241731009408,83
"89",0.806,0.884,0.728,"2020-06-20",-0.0658044514457839,0.0171260357799821,0.00867330404107689,84
"90",0.838,0.884,0.792,"2020-06-15",-0.0882317781958474,0.00798014657613574,0.00678673590293782,85
"91",0.868,0.9,0.836,"2020-06-17",-0.0727402067500712,0.00328428557958958,0.00296331611815193,86
"92",0.498,0.512,0.484,"2020-06-16",-0.0249961542283513,-0.0566532360117228,0.0569657931017832,87
"93",0.85,0.856,0.844,"2020-06-17",-0.0586796357912793,0.0213958014865808,7.51310127107304e-05,88
"94",0.752,0.864,0.64,"2020-07-10",-0.0899927262737235,0.000468231780324003,0.00843483177820341,89
"95",0.832,0.816,0.848,"2020-06-23",-0.0452866667315441,0.0115036858078229,0.0128284979544725,90
"96",0.762,0.796,0.728,"2020-06-16",-0.0855766827233593,0.00122424177597514,-0.0102104496867778,91
"97",0.56,0.616,0.504,"2020-06-15",-0.074793256655246,-0.0331845681098307,-0.00743978814662348,92
"98",0.548,0.528,0.568,"2020-07-01",0.0264492162956096,0.0120129513957434,-0.00254046709563794,93
"99",0.692,0.816,0.568,"2020-06-16",-0.103070522439878,0.0276509700971486,0.007421700564765,94
"100",0.522,0.464,0.58,"2020-06-20",-0.0227613235554928,-0.0184473451239609,0.0130065120952359,95
"101",0.696,0.776,0.616,"2020-07-06",-0.0345679841881851,0.0307560721527605,0.00199053795175044,96
"102",0.946,0.968,0.924,"2020-06-27",-0.0787624284997553,0.0119306571642351,0.0126346958725947,97
"103",0.914,0.944,0.884,"2020-06-21",-0.0521252517648141,0.00998314307224831,0.0122824895778037,98
"104",0.77,0.812,0.728,"2020-06-15",-0.0562716806523269,0.00375916682022885,0.0101787156186114,99
"105",0.814,0.796,0.832,"2020-06-15",-0.0418351174422595,0.0193252991762858,0.00140846209141569,100
"106",0.724,0.772,0.676,"2020-06-16",-0.0324669482615543,0.0130715242776839,0.00525513728323906,101
"107",0.98,0.98,0.98,"2020-06-16",-0.051345813986867,0.00254600899515036,0.0046720491490789,102
"108",0.8,0.816,0.784,"2020-06-16",-0.0699933842800849,0.00635957930156607,0.00423451293377579,103
"109",0.61,0.632,0.588,"2020-06-16",0.0747557169679584,-0.0214044149956528,0.0129330915800934,104
"110",0.714,0.76,0.668,"2020-06-16",-0.0480378994801169,0.0190070617299647,-0.00428392509696106,105
"111",0.946,0.968,0.924,"2020-06-16",-0.167522285502776,0.00575894478997958,0.0135388764104326,106
"112",0.89,0.892,0.888,"2020-06-24",-0.0131496742754744,-0.00709885735871658,0.00738498043832351,107
"113",0.694,0.788,0.6,"2020-07-08",-0.00562224488597127,0.0469804755076353,0.0190896254790449,108
"114",0.544,0.588,0.5,"2020-06-16",-0.0641311175182763,0.00287446403733044,-0.00273737677974942,109
"115",0.87,0.908,0.832,"2020-06-16",-0.0806990684285029,0.000111143712984123,0.00351756766685744,110
"116",0.76,0.84,0.68,"2020-06-18",-0.103749150448594,0.00682889313045698,-0.00815975413120616,111
"117",0.81,0.884,0.736,"2020-06-18",-0.104806102816001,0.0138258313796913,0.00553550249483261,112
"118",0.562,0.624,0.5,"2020-06-20",-0.0493741119326053,-0.0258050098455737,-0.0150295326361667,113
"119",0.874,0.86,0.888,"2020-06-15",-0.0415853240845043,0.0115380234820857,0.00899523749053496,114
"120",0.528,0.532,0.524,"2020-06-24",0.0224197791274915,-0.0155223605976587,0.00372517690288406,115
"121",0.854,0.896,0.812,"2020-06-15",-0.0754477925644808,0.019646167048029,0.0264903385826362,116
"122",0.836,0.82,0.852,"2020-06-22",-0.0427493276681172,0.00757304432334473,-0.000149766506110644,117
"123",0.618,0.824,0.412,"2020-06-18",-0.0881470932382669,0.00614535527359313,0.00598432215051273,118
"124",0.852,0.808,0.896,"2020-06-15",-0.0916319280242337,0.0287463086360478,-0.00108250833562378,119
"125",0.918,0.9,0.936,"2020-06-15",-0.0834523242998084,0.0341518329502397,0.00865665969188185,120
"126",0.496031746031746,0.46031746031746,0.531746031746032,"2020-08-18",-0.138544025703573,-0.0487845163713317,0.0234936868832859,128
"127",0.523809523809524,0.73015873015873,0.317460317460317,"2020-08-13",-0.253752020302728,0.00503370615837067,-0.0233380230731253,126
"128",0.432539682539683,0.436507936507937,0.428571428571429,"2020-08-11",0.105524456311731,-0.0464167084754147,0.00799192083900174,130
"129",0.555555555555556,0.658730158730159,0.452380952380952,"2020-08-12",-0.0196388396182262,0.0167549206446115,0.00464587226578199,131
"130",0.543650793650794,0.555555555555556,0.531746031746032,"2020-08-12",0.0045795480638629,-0.0845297386458256,-0.0256874032825176,132
"131",0.583333333333333,0.523809523809524,0.642857142857143,"2020-08-16",-0.119651432897277,-0.00478231076427596,-0.0127533257032365,133
"132",0.591269841269841,0.595238095238095,0.587301587301587,"2020-08-12",0.0247472245453282,0.0194322336050206,-0.0205489209298244,135
"133",0.726190476190476,0.785714285714286,0.666666666666667,"2020-08-19",-0.112003330747232,-0.0133929754087498,0.0033218541618382,144
"134",0.579365079365079,0.698412698412698,0.46031746031746,"2020-08-20",-0.0621318158882863,0.0314687493851912,0.0135003201484128,146
"135",0.75,0.722222222222222,0.777777777777778,"2020-08-19",-0.0150535971722344,0.0187930669823055,0.00993522599708622,150
"136",0.80952380952381,0.785714285714286,0.833333333333333,"2020-08-20",-0.0650673934968343,0.0315877010128108,-0.000341340304641739,156
"137",0.805555555555556,0.76984126984127,0.841269841269841,"2020-08-20",-0.0292823795322135,0.0204027025960814,-0.00835822915483593,157
"138",0.837301587301587,0.857142857142857,0.817460317460317,"2020-08-20",-0.103143841024325,0.0244971830981656,-0.0156362587094282,163
