"word","rt","acc","wordLength","realpseudo","subj"
"distides",1.889495,0,8,"pseudo",NA
"plane",2.066545,0,5,"real",NA
"cok",3.739885,0,3,"pseudo",NA
"stain",0.46466,0,5,"real",NA
"warpen",0.2482,0,6,"pseudo",NA
"immiterise",0.722585,1,10,"pseudo",NA
"bangs",0.704235,1,5,"real",NA
"idthepiates",0.93679,1,11,"pseudo",NA
"land",0.652885,1,4,"real",NA
"stail",0.638175,1,5,"pseudo",NA
"baafness",0.348215,0,8,"pseudo",NA
"going",1.148655,0,5,"real",NA
"ancrusinishness",0.006805,0,15,"pseudo",NA
"testify",0.19809,0,7,"real",NA
"doubtful",0.40327,0,8,"real",NA
"we",0.03345,0,2,"real",NA
"imeyits",0.79025,1,7,"pseudo",NA
"resolve",0.87406,0,7,"real",NA
"strange",0.569655,1,7,"real",NA
"oenc",0.29931,0,4,"pseudo",NA
"hitter",0.02259,0,6,"pseudo",NA
"fish",0.006775,1,4,"real",NA
"ways",0.10262,0,4,"real",NA
"nap",0.085645,0,3,"real",NA
"nop",0.532755,0,3,"pseudo",NA
"hom",0.63577,1,3,"pseudo",NA
"stop",3.249735,0,4,"real",NA
"wass",2.876385,0,4,"pseudo",NA
"ggnoi",0.918635,1,5,"pseudo",NA
"lant",3.54638,0,4,"pseudo",NA
"roder",0.117195,1,5,"pseudo",NA
"speveal",0.79966,0,7,"pseudo",NA
"impoverish",0.09165,0,10,"real",NA
"stass",0.121835,0,5,"pseudo",NA
"down",0.21549,1,4,"real",NA
"stamp",1.24009,1,5,"real",NA
"molk",0.733055,1,4,"pseudo",NA
"library",0.13837,0,7,"real",NA
"seashell",0.518995,1,8,"real",NA
"leld",0.58361,0,4,"pseudo",NA
"time",0.72376,1,4,"real",NA
"collosks",4.69127,1,8,"pseudo",NA
"fimp",3.17677,0,4,"pseudo",NA
"dooseful",0.5162,1,8,"pseudo",NA
"once",1.55641,0,4,"real",NA
"special",0.649125,1,7,"real",NA
"rebosks",1.44173,0,7,"pseudo",NA
"left",0.071815,0,4,"real",NA
"cow",0.517095,1,3,"real",NA
"ase",0.303315,1,3,"pseudo",NA
"appropriates",0.53092,1,12,"real",NA
"contive",2.512625,1,7,"pseudo",NA
"money",0.017575,0,5,"real",NA
"bawed",0.06527,0,5,"pseudo",NA
"sun",1.53525,1,3,"real",NA
"arm",2.50881,0,3,"real",NA
"napery",2.42679,0,6,"real",NA
"swane",0.819555,0,5,"pseudo",NA
"part",0.659705,0,4,"real",NA
"waves",0.51406,1,5,"real",NA
"and",0.00817,0,3,"real",NA
"fistory",4.0252,0,7,"pseudo",NA
"wared",1.137915,1,5,"pseudo",NA
"acquisitiveness",1.74554,0,15,"real",NA
"jewel",0.69648,1,5,"real",NA
"contain",1.10819,1,7,"real",NA
"fattify",0.88514,0,7,"pseudo",NA
"tice",0.432705,1,4,"pseudo",NA
"runey",0.719335,1,5,"pseudo",NA
"milk",1.008315,0,4,"real",NA
"strarms",0.45509,0,7,"pseudo",NA
"ston",0.44702,1,4,"pseudo",NA
"see",2.34624,1,3,"real",NA
"te",4.108615,1,2,"pseudo",NA
"mun",4.013985,1,3,"pseudo",NA
"find",6.20562,0,4,"real",NA
"fite",4.4038,0,4,"pseudo",NA
"moop",2.15375,1,4,"pseudo",NA
"brubs",1.40939,1,5,"pseudo",NA
"sildal",1.55959,0,6,"pseudo",NA
"totoseneian",0.632345,1,11,"pseudo",NA
"cowbim",0.69183,1,6,"pseudo",NA
"could",1.07561,1,5,"real",NA
"ypla",0.988085,1,4,"pseudo",NA
"albust",0.595945,1,6,"pseudo",NA
"moon",0.35617,0,4,"real",NA
"no",0.25378,1,2,"real",NA
"med",0.25115,0,3,"pseudo",NA
"fasees",1.42011,1,6,"pseudo",NA
"wread",0.449065,0,5,"pseudo",NA
"into",0.414395,0,4,"real",NA
"repress",0.110375,1,7,"real",NA
"natural",0.192605,1,7,"real",NA
"accustomed",1.151735,0,10,"real",NA
"che",0.307145,0,3,"pseudo",NA
"famous",0.45732,1,6,"real",NA
"open",0.373285,1,4,"real",NA
"lost",0.45495,1,4,"real",NA
"os",0.331505,0,2,"pseudo",NA
"mpju",0.002295,1,4,"pseudo",NA
"knew",0.328885,0,4,"real",NA
"is",0.25137,1,2,"real",NA
"rescets",0.514045,0,7,"pseudo",NA
"father",0.34555,0,6,"real",NA
"shoes",0.251685,1,5,"real",NA
"justice",0.771105,1,7,"real",NA
"strong",0.45434,1,6,"real",NA
"na",0.42257,0,2,"pseudo",NA
"strosh",0.553225,1,6,"pseudo",NA
"finally",0.130305,1,7,"real",NA
"fine",0.39019,0,4,"real",NA
"almost",0.13291,1,6,"real",NA
"red",0.564265,1,3,"real",NA
"serning",0.70086,0,7,"pseudo",NA
"liffs",0.577275,1,5,"pseudo",NA
"of",0.58199,0,2,"real",NA
"homogeneous",0.703585,1,11,"real",NA
"loms",0.9087,0,4,"pseudo",NA
"play",0.53281,0,4,"real",NA
"tried",0.58102,1,5,"real",NA
"live",0.44919,1,4,"real",NA
"fing",0.33224,0,4,"pseudo",NA
"sholt",0.170325,1,5,"pseudo",NA
"reverse",0.072955,1,7,"real",NA
"lape",0.416705,0,4,"pseudo",NA
"jump",0.2805,0,4,"real",NA
"naw",0.037025,0,3,"pseudo",NA
"potent",1.379065,0,6,"real",NA
"tascer",0.156605,0,6,"pseudo",NA
"must",0.415885,0,4,"real",NA
"brush",0.460075,1,5,"real",NA
"recorse",0.714295,0,7,"pseudo",NA
"arf",0.23192,1,3,"pseudo",NA
"air",0.469225,1,3,"real",NA
"number",0.571,0,6,"real",NA
"charring",0.064675,1,8,"real",NA
"inside",0.055175,1,6,"real",NA
"new",0.114255,1,3,"real",NA
"ot",0.30307,1,2,"pseudo",NA
"oban",0.08575,1,4,"pseudo",NA
"nurger",0.037155,1,6,"pseudo",NA
"garment",1.041,1,7,"real",NA
"knead",0.37,0,5,"real",NA
"clought",0.203635,0,7,"pseudo",NA
"pumer",0.98442,1,5,"pseudo",NA
"signal",0.91963,0,6,"real",NA
"sheas",0.005315,0,5,"pseudo",NA
"garbant",0.803265,1,7,"pseudo",NA
"then",2.426895,0,4,"real",NA
"power",0.630365,1,5,"real",NA
"sould",0.962705,0,5,"pseudo",NA
"congusozation",0.167725,1,13,"pseudo",NA
"lame",0.60322,0,4,"real",NA
"morning",0.210155,1,7,"real",NA
"tha",1.31806,0,3,"pseudo",NA
"she",0.20301,0,3,"real",NA
"timelly",0.149525,1,7,"pseudo",NA
"accastanct",0.136795,0,10,"pseudo",NA
"chanding",0.30082,1,8,"pseudo",NA
"light",0.470985,0,5,"real",NA
"vesural",0.643645,0,7,"pseudo",NA
"short",0.005125,1,5,"real",NA
"hust",0.556575,0,4,"pseudo",NA
"molent",0.55738,1,6,"pseudo",NA
"car",2.33911,0,3,"real",NA
"vlei",0.320825,0,4,"pseudo",NA
"twew",0.163935,1,4,"pseudo",NA
"quen",0.66784,1,4,"pseudo",NA
"cowboy",0.04824,0,6,"real",NA
"jostile",0.167695,0,7,"pseudo",NA
"cag",0.002335,1,3,"pseudo",NA
"trood",0.365785,1,5,"pseudo",NA
"inni",0.419665,1,4,"pseudo",NA
"the",0.488425,0,3,"real",NA
"insows",0.41473,0,6,"pseudo",NA
"brought",0.219135,0,7,"real",NA
"configuration",0.166715,1,13,"real",NA
"hammer",7.082255,1,6,"real",NA
"become",0.88064,0,6,"real",NA
"hu",0.43518,0,2,"pseudo",NA
"bone",1.237855,0,4,"real",NA
"grat",1.158755,0,4,"pseudo",NA
"sids",0.524855,1,4,"pseudo",NA
"he",1.712205,0,2,"real",NA
"mader",0.09873,0,5,"pseudo",NA
"bads",0.301585,1,4,"pseudo",NA
"great",0.470675,0,5,"real",NA
"ther",0.556805,0,4,"pseudo",NA
"skateboard",4.177185,0,10,"real",NA
"ablood",1.261885,0,6,"pseudo",NA
"fast",0.935415,0,4,"real",NA
"fave",0.82206,0,4,"pseudo",NA
"hadder",0.187,1,6,"pseudo",NA
"alipol",0.172215,1,6,"pseudo",NA
"describe",0.016735,0,8,"real",NA
"ar",1.075615,0,2,"pseudo",NA
"without",0.798715,0,7,"real",NA
"never",7.0926,0,5,"real",NA
"utashing",2.00278,0,8,"pseudo",NA
"telechinct",0.53405,1,10,"pseudo",NA
"sick",1.215985,0,4,"real",NA
"cotosks",0.515055,0,7,"pseudo",NA
"overtruan",0.746855,1,9,"pseudo",NA
"invectiress",0.41599,1,11,"pseudo",NA
"whose",0.368015,0,5,"real",NA
"permanency",0.038165,1,10,"real",NA
"clomify",0.612345,0,7,"pseudo",NA
"understand",3.29449,0,10,"real",NA
"nuder",1.21232,0,5,"pseudo",NA
"dag",0.321855,1,3,"pseudo",NA
"yos",3.36196,0,3,"pseudo",NA
"wood",0.1463,0,4,"real",NA
"flankfopper",0.51507,0,11,"pseudo",NA
"as",7.01139,0,2,"real",NA
"pon",0.124745,0,3,"pseudo",NA
"telescoped",0.04695,0,10,"real",NA
"hect",0.158445,0,4,"pseudo",NA
"overwhelm",0.8206,0,9,"real",NA
"two",0.003555,1,3,"real",NA
"better",0.054445,1,6,"real",NA
"elements",1.45034,1,8,"real",NA
"sphere",0.51769,1,6,"real",NA
"agreed",3.231805,0,6,"real",NA
"thank",0.567855,1,5,"real",NA
"wto",0.48252,0,3,"pseudo",NA
"shotty",0.16837,1,6,"pseudo",NA
"phlere",0.43865,1,6,"pseudo",NA
"asca",6.75998,0,4,"pseudo",NA
"pretty",0.59999,0,6,"real",NA
"them",0.254375,1,4,"real",NA
"germantia",1.76305,1,9,"pseudo",NA
"snose",1.18336,1,5,"pseudo",NA
"investigate",2.92529,0,11,"real",NA
"cologne",0.930795,1,7,"real",NA
"an",34.79761,1,2,"real",NA
"besime",1.196195,0,6,"pseudo",NA
"dog",0.531425,0,3,"real",NA
"budget",0.14911,1,6,"real",NA
"people",0.496965,1,6,"real",NA
"spat",0.471605,1,4,"real",NA
"destrifs",0.11499,0,8,"pseudo",NA
"bulbet",0.02063,1,6,"pseudo",NA
"animal",0.22333,0,6,"real",NA
"wirtoul",0.59515,0,7,"pseudo",NA
"sain",0.367565,1,4,"pseudo",NA
"dood",0.36306,0,4,"pseudo",NA
"ap",0.02556,1,2,"pseudo",NA
"help",0.109155,0,4,"real",NA
"paper",0.71922,1,5,"real",NA
"etecants",1.015355,1,8,"pseudo",NA
"again",0.414945,1,5,"real",NA
"able",0.8729,0,4,"real",NA
"grasshopper",0.00237,1,11,"real",NA
"slace",0.61488,0,5,"pseudo",NA
"underchime",2.14979,1,10,"pseudo",NA
"space",4.30782,1,5,"real",NA
"gaian",0.45003,0,5,"pseudo",NA
"cat",0.53341,0,3,"real",NA
"pop",4.36011,1,3,"real",NA
"thantboard",1.60724,1,10,"pseudo",NA
"sail",1.49983,1,4,"real",NA
"dat",1.747585,0,3,"pseudo",NA
"mannanency",0.114905,1,10,"pseudo",NA
"guarantee",0.432715,0,9,"real",NA
"woft",0.218185,0,4,"pseudo",NA
"work",0.3658,0,4,"real",NA
"back",0.079535,1,4,"real",NA
"creat",0.33878,0,5,"pseudo",NA
"yes",0.48708,0,3,"real",NA
"however",0.70839,1,7,"real",NA
"qualify",0.165785,0,7,"real",NA
"daople",0.0852,0,6,"pseudo",NA
"bove",1.22855,1,4,"pseudo",NA
"upending",0.752785,1,8,"real",NA
"khtna",1.133395,1,5,"pseudo",NA
"beller",0.22266,1,6,"pseudo",NA
"fafever",3.547865,0,7,"pseudo",NA
"dryer",4.18425,1,5,"real",NA
"good",0.37384,1,4,"real",NA
"faster",1.28339,1,6,"real",NA
"toy",0.81239,1,3,"real",NA
"ganter",0.39733,0,6,"pseudo",NA
"en",0.349875,1,2,"pseudo",NA
"fawerty",0.93936,1,7,"pseudo",NA
"everyone",1.83036,0,8,"real",NA
"history",0.36839,1,7,"real",NA
"scays",2.36614,0,5,"pseudo",NA
"be",3.57973,0,2,"real",NA
"crovel",0.002555,0,6,"pseudo",NA
"mich",0.120885,1,4,"pseudo",NA
"et",0.141365,1,2,"pseudo",NA
"candy",0.04733,0,5,"real",NA
"need",0.20493,1,4,"real",NA
"streat",0.09091,0,6,"pseudo",NA
"plays",0.33973,0,5,"real",NA
"building",0.4842,1,8,"real",NA
"ruticole",1.715645,1,8,"pseudo",NA
"spoll",0.10054,0,5,"pseudo",NA
"da",0.67144,1,2,"pseudo",NA
"spell",1.386185,1,5,"real",NA
"polarize",0.99895,1,8,"real",NA
"ro",0.380415,1,2,"pseudo",NA
"meat",0.382635,1,4,"real",NA
"complete",0.13429,1,8,"real",NA
"green",0.192945,1,5,"real",NA
"so",0.080705,1,2,"real",NA
"gravel",0.32841,1,6,"real",NA
"learn",0.330595,1,5,"real",NA
"pealt",0.386125,0,5,"pseudo",NA
"miss",2.378805,0,4,"real",NA
"tister",0.159785,0,6,"pseudo",NA
"peace",6.063295,1,5,"real",NA
"do",6.595135,1,2,"real",NA
"rackle",0.51781,0,6,"pseudo",NA
"pickle",0.550865,0,6,"real",NA
"farmer",0.543645,1,6,"real",NA
"uffive",0.188675,0,6,"pseudo",NA
"goud",0.883615,1,4,"pseudo",NA
"chigshen",0.27515,0,8,"pseudo",NA
"beeching",0.386175,1,8,"pseudo",NA
"wawed",0.068895,0,5,"pseudo",NA
"spuer",0.070795,1,5,"pseudo",NA
"hane",0.88935,1,4,"pseudo",NA
"place",0.596965,0,5,"real",NA
"fireer",0.33429,0,6,"pseudo",NA
"esslyots",0.421435,0,8,"pseudo",NA
"wist",0.020305,1,4,"pseudo",NA
"long",0.65168,1,4,"real",NA
"sing",0.401125,1,4,"real",NA
"drnuo",0.503135,0,5,"pseudo",NA
"losh",0.436175,1,4,"pseudo",NA
"complase",0.54951,1,8,"pseudo",NA
"sint",0.00916,1,4,"pseudo",NA
"hore",0.93391,0,4,"pseudo",NA
"unger",0.141345,1,5,"pseudo",NA
"loak",0.08693,1,4,"pseudo",NA
"more",0.574625,1,4,"real",NA
"other",0.520625,1,5,"real",NA
"will",0.438265,1,4,"real",NA
"ridicule",0.46054,1,8,"real",NA
"mout",0.24046,0,4,"pseudo",NA
"om",0.223335,1,2,"pseudo",NA
"leald",0.1169,1,5,"pseudo",NA
"cas",0.186025,1,3,"pseudo",NA
"children",0.152665,0,8,"real",NA
"even",0.38021,1,4,"real",NA
"banny",0.052645,0,5,"pseudo",NA
"sobsaller",0.108165,1,9,"pseudo",NA
"signaller",0.20576,1,9,"real",NA
"look",0.68526,1,4,"real",NA
"on",0.070475,1,2,"real",NA
"round",0.003215,1,5,"real",NA
"through",0.00263,1,7,"real",NA
"tok",0.98083,0,3,"pseudo",NA
"have",0.167285,0,4,"real",NA
"hencory",0.17943,0,7,"pseudo",NA
"enan",0.04656,1,4,"pseudo",NA
"nied",0.44839,1,4,"pseudo",NA
"umly",0.14932,1,4,"pseudo",NA
"spu",0.10092,1,3,"pseudo",NA
"lkoo",1.53044,0,4,"pseudo",NA
"pocorism",0.24937,1,8,"pseudo",NA
"at",0.194545,0,2,"real",NA
"street",0.171495,1,6,"real",NA
"winter",0.451935,1,6,"real",NA
"bi",0.5183,0,2,"pseudo",NA
"only",0.002675,0,4,"real",NA
"liberty",0.1894,0,7,"real",NA
"can",0.00736,1,3,"real",NA
"watch",0.190065,1,5,"real",NA
"ip",0.41576,0,2,"pseudo",NA
"spy",0.21551,0,3,"real",NA
"after",0.184685,0,5,"real",NA
"in",0.165915,1,2,"real",NA
"groon",0.085235,1,5,"pseudo",NA
"tfaer",0.34162,1,5,"pseudo",NA
"office",0.507205,0,6,"real",NA
"up",0.64594,1,2,"real",NA
"question",0.00235,1,8,"real",NA
"ganner",0.00621,0,6,"pseudo",NA
"here",0.285245,0,4,"real",NA
"cotplicant",0.019585,0,10,"pseudo",NA
"my",1.17615,1,2,"real",NA
"invent",0.92945,1,6,"real",NA
"duttery",0.808245,0,7,"pseudo",NA
"charks",0.064225,0,6,"pseudo",NA
"old",0.05811,1,3,"real",NA
"cibsus",0.296055,0,6,"pseudo",NA
"mystery",0.346935,0,7,"real",NA
"mot",0.202225,0,3,"pseudo",NA
"am",0.39781,0,2,"real",NA
"circus",0.86262,0,6,"real",NA
"ujst",0.003385,1,4,"pseudo",NA
"away",0.187845,0,4,"real",NA
"truck",0.04654,1,5,"real",NA
"come",0.489015,0,4,"real",NA
"you",0.052055,1,3,"real",NA
"guess",0.04385,0,5,"real",NA
"uoy",1.006215,0,3,"pseudo",NA
"huge",0.044235,0,4,"real",NA
"beeltisul",0.05367,1,9,"pseudo",NA
"custom",0.02706,1,6,"real",NA
"his",0.08098,0,3,"real",NA
"spring",0.256185,0,6,"real",NA
"give",0.37649,0,4,"real",NA
"slit",0.22694,1,4,"real",NA
"ef",0.306605,0,2,"pseudo",NA
"cuppom",0.108295,1,6,"pseudo",NA
"holily",0.443575,1,6,"pseudo",NA
"pencil",0.00309,0,6,"real",NA
"winner",0.374645,1,6,"real",NA
"blans",0.49638,0,5,"pseudo",NA
"bere",0.32056,1,4,"pseudo",NA
"ge",0.18118,1,2,"pseudo",NA
"bot",0.04245,1,3,"pseudo",NA
"begin",0.2031,0,5,"real",NA
"guoys",0.195255,0,5,"pseudo",NA
"family",0.140125,0,6,"real",NA
"some",0.31245,1,4,"real",NA
"hube",0.12702,0,4,"pseudo",NA
"went",0.199135,0,4,"real",NA
"swollen",0.190725,1,7,"real",NA
"wase",0.04637,0,4,"pseudo",NA
"fror",0.10757,1,4,"pseudo",NA
"crit",0.074575,1,4,"pseudo",NA
"take",0.598035,1,4,"real",NA
"hus",0.34566,0,3,"pseudo",NA
"beautiful",0.00392,1,9,"real",NA
"if",0.034065,1,2,"real",NA
"hand",1.282575,0,4,"real",NA
"shink",0.249195,0,5,"pseudo",NA
"purshare",0.15509,0,8,"pseudo",NA
"want",0.343255,0,4,"real",NA
"inpant",0.216025,0,6,"pseudo",NA
"benon",0.1221,1,5,"pseudo",NA
"shring",0.238405,1,6,"pseudo",NA
"think",0.14889,0,5,"real",NA
"drustion",0.07745,0,8,"pseudo",NA
"trull",0.49879,0,5,"pseudo",NA
"soth",2.03309,0,4,"pseudo",NA
"gibs",0.25637,1,4,"pseudo",NA
"compliment",0.267185,0,10,"real",NA
"chance",1.586865,1,6,"real",NA
"tate",0.31689,0,4,"pseudo",NA
"fruit",0.10954,0,5,"real",NA
"bams",0.5579,0,4,"pseudo",NA
"hy",0.22214,1,2,"pseudo",NA
"sausage",0.00489,0,7,"real",NA
"bledge",0.00255,0,6,"pseudo",NA
"go",0.09969,1,2,"real",NA
"wews",0.2242,0,4,"pseudo",NA
"but",0.15008,0,3,"real",NA
"just",0.06227,0,4,"real",NA
"hot",0.10059,0,3,"real",NA
"waay",0.049885,1,4,"pseudo",NA
"hant",0.087295,0,4,"pseudo",NA
"mistake",0.037665,1,7,"real",NA
"hktni",0.867185,1,5,"pseudo",NA
"reeh",0.65604,1,4,"pseudo",NA
"mistive",0.40293,0,7,"pseudo",NA
"best",0.168955,0,4,"real",NA
"purchase",0.20562,0,8,"real",NA
"zembering",0.26974,1,9,"pseudo",NA
"coth",0.110565,1,4,"pseudo",NA
"ud",0.33234,1,2,"pseudo",NA
"orn",0.17069,1,3,"pseudo",NA
"pledge",0.055115,0,6,"real",NA
"yammering",0.167715,1,9,"real",NA
"ball",0.170725,1,4,"real",NA
"from",0.203335,1,4,"real",NA
"slellen",0.06548,0,7,"pseudo",NA
"black",0.085905,0,5,"real",NA
"piscil",0.13147,1,6,"pseudo",NA
"ag",0.03249,1,2,"pseudo",NA
"shine",0.112445,0,5,"real",NA
"freat",0.20158,0,5,"pseudo",NA
"sudsage",0.002505,0,7,"pseudo",NA
"strarms",6.27716,0,7,"pseudo",NA
"ancrusinishness",2.57097,0,15,"pseudo",NA
"rebosks",1.800005,1,7,"pseudo",NA
"alk",4.32227,1,3,"pseudo",NA
"garden",1.00629,1,6,"real",NA
"swane",2.17488,1,5,"pseudo",NA
"nap",1.141265,1,3,"real",NA
"vosery",1.527135,1,6,"pseudo",NA
"nop",1.78789,1,3,"pseudo",NA
"kile",1.257355,1,4,"pseudo",NA
"hitter",1.665925,0,6,"pseudo",NA
"fish",1.24547,1,4,"real",NA
"napery",1.11582,0,6,"real",NA
"strange",2.3719,1,7,"real",NA
"testify",2.52894,1,7,"real",NA
"wass",2.078215,1,4,"pseudo",NA
"fistory",1.858105,1,7,"pseudo",NA
"immiterise",1.21767,0,10,"pseudo",NA
"ees",1.01344,1,3,"pseudo",NA
"him",1.089935,1,3,"real",NA
"cok",1.07065,1,3,"pseudo",NA
"fite",1.09365,1,4,"pseudo",NA
"ways",0.927175,1,4,"real",NA
"me",0.921495,1,2,"real",NA
"wndo",1.04494,1,4,"pseudo",NA
"see",12.94929,0,3,"real",NA
"river",0.944375,1,5,"real",NA
"business",0.92875,1,8,"real",NA
"lant",1.22412,1,4,"pseudo",NA
"special",0.902505,1,7,"real",NA
"roder",0.87936,1,5,"pseudo",NA
"we",0.717875,1,2,"real",NA
"wared",1.784265,0,5,"pseudo",NA
"going",0.97876,1,5,"real",NA
"library",1.124455,1,7,"real",NA
"pame",1.01007,1,4,"pseudo",NA
"money",0.816195,1,5,"real",NA
"collosks",2.435065,0,8,"pseudo",NA
"molk",1.48583,0,4,"pseudo",NA
"left",0.89179,1,4,"real",NA
"de",0.90973,1,2,"pseudo",NA
"waves",0.83314,1,5,"real",NA
"find",1.357005,1,4,"real",NA
"land",0.799195,1,4,"real",NA
"contain",4.91523,0,7,"real",NA
"seadrill",1.289395,1,8,"pseudo",NA
"fattify",0.978335,1,7,"pseudo",NA
"plane",0.828655,1,5,"real",NA
"answer",0.961005,1,6,"real",NA
"milk",0.869285,1,4,"real",NA
"sun",13.567845,1,3,"real",NA
"appropriates",3.45467,1,12,"real",NA
"leld",1.071015,1,4,"pseudo",NA
"stail",1.12026,0,5,"pseudo",NA
"impoverish",2.52782,0,10,"real",NA
"once",0.94557,1,4,"real",NA
"baafness",1.55638,1,8,"pseudo",NA
"imeyits",1.345355,1,7,"pseudo",NA
"ase",0.990665,1,3,"pseudo",NA
"stamp",0.929355,1,5,"real",NA
"jewel",1.026795,1,5,"real",NA
"arm",0.89534,1,3,"real",NA
"idthepiates",2.08305,1,11,"pseudo",NA
"imagine",1.572265,1,7,"real",NA
"tice",0.99052,0,4,"pseudo",NA
"contive",1.58331,1,7,"pseudo",NA
"fatter",1.68465,1,6,"real",NA
"runey",1.24894,1,5,"pseudo",NA
"hom",1.23664,1,3,"pseudo",NA
"part",1.20072,1,4,"real",NA
"cow",2.165725,1,3,"real",NA
"ggnoi",1.188335,1,5,"pseudo",NA
"stop",1.023125,1,4,"real",NA
"and",10.27098,1,3,"real",NA
"speveal",2.3992,1,7,"pseudo",NA
"stain",3.95002,1,5,"real",NA
"fimp",1.368095,1,4,"pseudo",NA
"warpen",1.786265,0,6,"pseudo",NA
"doubtful",1.670685,0,8,"real",NA
"arsher",1.032885,0,6,"pseudo",NA
"te",1.1537,1,2,"pseudo",NA
"collapse",2.42553,1,8,"real",NA
"ston",2.10101,0,4,"pseudo",NA
"oenc",2.784455,1,4,"pseudo",NA
"man",1.134515,1,3,"real",NA
"kind",0.81284,1,4,"real",NA
"distance",2.4077,1,8,"real",NA
"bawed",1.61603,1,5,"pseudo",NA
"jixel",1.03814,0,5,"pseudo",NA
"time",1.708685,1,4,"real",NA
"distides",1.41577,1,8,"pseudo",NA
"seashell",2.54884,1,8,"real",NA
"mun",1.049995,1,3,"pseudo",NA
"resolve",2.29231,1,7,"real",NA
"han",1.22328,1,3,"pseudo",NA
"dooseful",1.255885,1,8,"pseudo",NA
"acquisitiveness",1.041555,0,15,"real",NA
"bangs",1.766255,1,5,"real",NA
"down",1.107965,1,4,"real",NA
"stass",4.64107,1,5,"pseudo",NA
"cag",2.86503,1,3,"pseudo",NA
"wread",1.732575,1,5,"pseudo",NA
"lape",1.10112,1,4,"pseudo",NA
"of",0.7995,1,2,"real",NA
"rescets",2.74722,1,7,"pseudo",NA
"vlei",1.2493,1,4,"pseudo",NA
"lame",0.99192,1,4,"real",NA
"brubs",1.189515,1,5,"pseudo",NA
"quen",1.239625,1,4,"pseudo",NA
"arf",6.675445,1,3,"pseudo",NA
"she",0.973995,1,3,"real",NA
"os",0.857715,1,2,"pseudo",NA
"tascer",1.483405,1,6,"pseudo",NA
"lost",0.879625,1,4,"real",NA
"vesural",1.4335,1,7,"pseudo",NA
"ot",1.217945,1,2,"pseudo",NA
"must",1.116155,1,4,"real",NA
"charring",1.60791,0,8,"real",NA
"car",0.813335,1,3,"real",NA
"chanding",1.05749,1,8,"pseudo",NA
"play",0.95268,1,4,"real",NA
"inside",0.83282,1,6,"real",NA
"sholt",0.92366,1,5,"pseudo",NA
"number",0.94459,1,6,"real",NA
"clought",2.47054,1,7,"pseudo",NA
"liffs",3.221245,0,5,"pseudo",NA
"na",1.125975,1,2,"pseudo",NA
"shoes",1.059105,1,5,"real",NA
"finally",4.941925,0,7,"real",NA
"power",1.732615,1,5,"real",NA
"tha",1.133015,1,3,"pseudo",NA
"albust",1.72315,1,6,"pseudo",NA
"configuration",2.04922,1,13,"real",NA
"che",1.235495,1,3,"pseudo",NA
"sould",1.251525,1,5,"pseudo",NA
"cowbim",1.075465,1,6,"pseudo",NA
"into",0.77918,1,4,"real",NA
"totoseneian",0.896645,1,11,"pseudo",NA
"moop",1.752405,0,4,"pseudo",NA
"father",1.060045,1,6,"real",NA
"live",0.80599,1,4,"real",NA
"sildal",2.405355,1,6,"pseudo",NA
"jostile",2.84458,0,7,"pseudo",NA
"tried",1.036955,1,5,"real",NA
"ypla",1.24951,1,4,"pseudo",NA
"morning",1.109535,1,7,"real",NA
"congusozation",1.29383,0,13,"pseudo",NA
"insows",0.99914,1,6,"pseudo",NA
"garment",1.02596,0,7,"real",NA
"moon",0.787985,1,4,"real",NA
"knead",3.756135,0,5,"real",NA
"potent",1.2628,0,6,"real",NA
"homogeneous",1.228795,0,11,"real",NA
"inni",1.583305,1,4,"pseudo",NA
"accustomed",1.498815,0,10,"real",NA
"knew",0.97623,1,4,"real",NA
"light",0.966115,1,5,"real",NA
"cowboy",0.709355,1,6,"real",NA
"oban",0.88442,1,4,"pseudo",NA
"serning",1.21625,1,7,"pseudo",NA
"signal",1.14453,1,6,"real",NA
"garbant",1.070285,1,7,"pseudo",NA
"strosh",0.97613,0,6,"pseudo",NA
"naw",1.278395,1,3,"pseudo",NA
"nurger",0.916095,1,6,"pseudo",NA
"twew",1.606785,1,4,"pseudo",NA
"fing",6.43175,1,4,"pseudo",NA
"loms",1.266535,1,4,"pseudo",NA
"med",3.909865,0,3,"pseudo",NA
"red",0.734585,1,3,"real",NA
"hust",0.99541,0,4,"pseudo",NA
"jump",0.853355,1,4,"real",NA
"is",0.799285,1,2,"real",NA
"new",1.45289,1,3,"real",NA
"brush",1.184505,0,5,"real",NA
"sheas",1.156485,1,5,"pseudo",NA
"justice",0.99041,1,7,"real",NA
"then",0.73718,1,4,"real",NA
"brought",21.631565,1,7,"real",NA
"almost",1.6236,1,6,"real",NA
"short",1.03986,1,5,"real",NA
"recorse",1.711045,1,7,"pseudo",NA
"could",1.249765,1,5,"real",NA
"open",1.1664,1,4,"real",NA
"strong",6.623225,1,6,"real",NA
"famous",0.86329,1,6,"real",NA
"pumer",0.803195,1,5,"pseudo",NA
"accastanct",1.67226,1,10,"pseudo",NA
"mpju",0.91244,1,4,"pseudo",NA
"trood",0.872275,0,5,"pseudo",NA
"natural",1.23689,1,7,"real",NA
"molent",1.549275,1,6,"pseudo",NA
"the",1.23783,1,3,"real",NA
"fine",0.78511,1,4,"real",NA
"timelly",1.734745,0,7,"pseudo",NA
"no",1.52536,1,2,"real",NA
"air",1.088875,1,3,"real",NA
