"word","rt","acc","wordLength","realpseudo","subj"
"ot",0.662,1,2,"pseudo",19
"reverse",0.602,1,7,"real",19
"rescets",0.48,0,7,"pseudo",19
"justice",0.496,1,7,"real",19
"famous",0.57,1,6,"real",19
"fing",0.468,1,4,"pseudo",19
"loms",0.589,1,4,"pseudo",19
"lape",0.652,1,4,"pseudo",19
"inside",0.507,1,6,"real",19
"sholt",0.551,1,5,"pseudo",19
"albust",0.552,0,6,"pseudo",19
"accustomed",0.695,0,10,"real",19
"chanding",0.911,0,8,"pseudo",19
"garment",0.447,1,7,"real",19
"liffs",0.595,1,5,"pseudo",19
"germantia",0.704,1,9,"pseudo",19
"creat",0.6,1,5,"pseudo",19
"permanency",0.584,0,10,"real",19
"whose",0.514,1,5,"real",19
"besime",0.487,1,6,"pseudo",19
"thantboard",0.517,1,10,"pseudo",19
"grat",0.435,0,4,"pseudo",19
"invectiress",0.701,1,11,"pseudo",19
"help",0.364,1,4,"real",19
"great",1.117,1,5,"real",19
"bove",0.598,1,4,"pseudo",19
"back",0.469,1,4,"real",19
"guarantee",0.72,1,9,"real",19
"never",0.366,1,5,"real",19
"hect",0.582,1,4,"pseudo",19
"yos",0.499,1,3,"pseudo",19
"nuder",0.518,1,5,"pseudo",19
"bads",0.588,1,4,"pseudo",19
"without",0.583,1,7,"real",19
"wto",0.585,1,3,"pseudo",19
"two",0.667,1,3,"real",19
"able",0.851,1,4,"real",19
"alipol",0.469,1,6,"pseudo",19
"again",0.568,1,5,"real",19
"budget",0.617,1,6,"real",19
"fave",0.436,1,4,"pseudo",19
"sick",0.547,1,4,"real",19
"underchime",0.566,1,10,"pseudo",19
"pon",0.702,1,3,"pseudo",19
"utashing",0.602,1,8,"pseudo",19
"sail",0.549,1,4,"real",19
"fast",0.452,0,4,"real",19
"daople",0.684,1,6,"pseudo",19
"mannanency",0.651,1,10,"pseudo",19
"slace",0.752,1,5,"pseudo",19
"pretty",0.625,1,6,"real",19
"sain",0.796,1,4,"pseudo",19
"cologne",0.829,1,7,"real",19
"space",0.614,1,5,"real",19
"dog",0.515,1,3,"real",19
"better",0.554,1,6,"real",19
"ar",0.645,1,2,"pseudo",19
"cat",0.596,1,3,"real",19
"wirtoul",0.417,1,7,"pseudo",19
"sphere",0.821,0,6,"real",19
"dat",0.601,1,3,"pseudo",19
"asca",0.602,1,4,"pseudo",19
"phlere",0.564,1,6,"pseudo",19
"ap",0.682,1,2,"pseudo",19
"destrifs",0.529,1,8,"pseudo",19
"mader",0.545,1,5,"pseudo",19
"bulbet",0.655,1,6,"pseudo",19
"investigate",0.494,0,11,"real",19
"skateboard",0.535,1,10,"real",19
"he",0.486,0,2,"real",19
"snose",0.772,1,5,"pseudo",19
"khtna",0.468,1,5,"pseudo",19
"thank",0.705,1,5,"real",19
"agreed",0.629,1,6,"real",19
"hammer",0.572,1,6,"real",19
"bone",0.497,1,4,"real",19
"pop",0.333,1,3,"real",19
"shotty",0.384,1,6,"pseudo",19
"overtruan",0.72,1,9,"pseudo",19
"clomify",0.738,1,7,"pseudo",19
"grasshopper",0.652,1,11,"real",19
"however",0.796,1,7,"real",19
"fafever",0.596,1,7,"pseudo",19
"overwhelm",0.729,1,9,"real",19
"sids",0.513,1,4,"pseudo",19
"gaian",0.629,1,5,"pseudo",19
"spat",0.795,1,4,"real",19
"as",0.429,1,2,"real",19
"cotosks",0.563,1,7,"pseudo",19
"beller",0.736,1,6,"pseudo",19
"an",0.529,1,2,"real",19
"dag",0.866,1,3,"pseudo",19
"etecants",0.553,1,8,"pseudo",19
"flankfopper",0.564,1,11,"pseudo",19
"qualify",0.711,1,7,"real",19
"hadder",0.496,1,6,"pseudo",19
"work",0.454,1,4,"real",19
"describe",0.563,1,8,"real",19
"yes",0.532,1,3,"real",19
"ablood",0.835,0,6,"pseudo",19
"wood",0.48,1,4,"real",19
"people",0.618,1,6,"real",19
"upending",0.618,0,8,"real",19
"ther",0.696,1,4,"pseudo",19
"animal",0.908,0,6,"real",19
"paper",0.546,1,5,"real",19
"become",0.501,1,6,"real",19
"hu",0.546,1,2,"pseudo",19
"them",0.388,1,4,"real",19
"elements",0.605,1,8,"real",19
"dood",0.549,1,4,"pseudo",19
"woft",0.639,1,4,"pseudo",19
"telescoped",0.553,1,10,"real",19
"telechinct",0.562,1,10,"pseudo",19
"understand",0.644,1,10,"real",19
"have",1.167,1,4,"real",19
"pocorism",0.497,0,8,"pseudo",19
"hore",0.665,1,4,"pseudo",19
"drnuo",0.486,1,5,"pseudo",19
"esslyots",0.547,1,8,"pseudo",19
"sobsaller",0.482,1,9,"pseudo",19
"so",0.431,1,2,"real",19
"mich",0.602,1,4,"pseudo",19
"complete",0.704,1,8,"real",19
"at",0.589,1,2,"real",19
"sing",0.59,1,4,"real",19
"et",0.684,1,2,"pseudo",19
"enan",0.431,1,4,"pseudo",19
"miss",0.501,1,4,"real",19
"will",0.517,1,4,"real",19
"everyone",0.552,1,8,"real",19
"rackle",0.486,1,6,"pseudo",19
"even",0.802,1,4,"real",19
"bi",0.533,1,2,"pseudo",19
"sint",0.547,1,4,"pseudo",19
"history",0.433,1,7,"real",19
"wist",0.499,1,4,"pseudo",19
"street",0.516,1,6,"real",19
"winter",0.437,1,6,"real",19
"banny",0.685,1,5,"pseudo",19
"learn",0.468,1,5,"real",19
"gravel",0.593,1,6,"real",19
"polarize",0.579,0,8,"real",19
"hencory",0.92,1,7,"pseudo",19
"office",0.814,1,6,"real",19
"lkoo",0.618,1,4,"pseudo",19
"farmer",0.556,1,6,"real",19
"groon",0.77,1,5,"pseudo",19
"children",0.661,1,8,"real",19
"beeching",0.64,1,8,"pseudo",19
"on",0.505,1,2,"real",19
"hane",0.519,1,4,"pseudo",19
"leald",0.598,1,5,"pseudo",19
"crovel",0.663,1,6,"pseudo",19
"place",0.597,1,5,"real",19
"wawed",0.581,1,5,"pseudo",19
"through",0.565,1,7,"real",19
"other",0.5,1,5,"real",19
"chigshen",0.397,1,8,"pseudo",19
"cas",0.53,0,3,"pseudo",19
"faster",0.734,1,6,"real",19
"tister",0.587,1,6,"pseudo",19
"be",0.519,1,2,"real",19
"scays",0.535,1,5,"pseudo",19
"tok",0.523,1,3,"pseudo",19
"green",0.737,1,5,"real",19
"losh",0.549,1,4,"pseudo",19
"fawerty",0.446,1,7,"pseudo",19
"signaller",0.513,0,9,"real",19
"look",0.523,1,4,"real",19
"en",0.614,1,2,"pseudo",19
"da",0.422,1,2,"pseudo",19
"mout",0.449,1,4,"pseudo",19
"in",0.564,1,2,"real",19
"uffive",0.486,1,6,"pseudo",19
"long",0.439,1,4,"real",19
"peace",0.455,1,5,"real",19
"ruticole",0.498,1,8,"pseudo",19
"pickle",0.562,1,6,"real",19
"plays",0.536,1,5,"real",19
"need",0.648,1,4,"real",19
"complase",0.595,1,8,"pseudo",19
"ro",0.756,1,2,"pseudo",19
"loak",0.596,1,4,"pseudo",19
"good",0.413,1,4,"real",19
"ganter",0.703,1,6,"pseudo",19
"streat",0.663,1,6,"pseudo",19
"after",0.655,1,5,"real",19
"candy",0.63,1,5,"real",19
"tfaer",0.483,1,5,"pseudo",19
"pealt",0.362,0,5,"pseudo",19
"building",0.531,1,8,"real",19
"watch",0.471,0,5,"real",19
"can",0.446,1,3,"real",19
"more",0.364,1,4,"real",19
"om",0.34,0,2,"pseudo",19
"ridicule",0.572,0,8,"real",19
"toy",0.53,1,3,"real",19
"spuer",0.547,1,5,"pseudo",19
"nied",0.531,1,4,"pseudo",19
"umly",0.461,1,4,"pseudo",19
"spy",0.48,0,3,"real",19
"fireer",0.512,1,6,"pseudo",19
"spell",0.379,1,5,"real",19
"only",0.545,1,4,"real",19
"goud",0.639,1,4,"pseudo",19
"round",0.415,1,5,"real",19
"meat",0.612,0,4,"real",19
"liberty",0.337,0,7,"real",19
"spu",0.499,1,3,"pseudo",19
"spoll",0.547,1,5,"pseudo",19
"do",0.546,1,2,"real",19
"dryer",0.704,1,5,"real",19
"unger",0.532,1,5,"pseudo",19
"ip",0.514,0,2,"pseudo",19
"up",1.001,1,2,"real",19
"custom",0.498,1,6,"real",19
"old",0.451,1,3,"real",19
"here",0.5,1,4,"real",19
"hus",0.535,1,3,"pseudo",19
"drustion",0.618,1,8,"pseudo",19
"fruit",0.472,1,5,"real",19
"just",0.485,1,4,"real",19
"cuppom",0.588,1,6,"pseudo",19
"hy",0.636,1,2,"pseudo",19
"duttery",0.631,0,7,"pseudo",19
"yammering",0.768,0,9,"real",19
"best",0.648,1,4,"real",19
"truck",0.586,1,5,"real",19
"bere",0.665,1,4,"pseudo",19
"want",0.787,1,4,"real",19
"crit",0.587,1,4,"pseudo",19
"take",0.55,1,4,"real",19
"trull",0.556,1,5,"pseudo",19
"bams",0.735,0,4,"pseudo",19
"mot",0.618,1,3,"pseudo",19
"mystery",0.519,1,7,"real",19
"wews",0.665,1,4,"pseudo",19
"piscil",0.654,1,6,"pseudo",19
"go",0.551,1,2,"real",19
"swollen",0.502,0,7,"real",19
"ag",0.689,1,2,"pseudo",19
"orn",0.586,1,3,"pseudo",19
"reeh",0.557,1,4,"pseudo",19
"you",0.502,1,3,"real",19
"from",0.57,1,4,"real",19
"uoy",0.471,1,3,"pseudo",19
"beautiful",0.534,1,9,"real",19
"shring",0.649,1,6,"pseudo",19
"some",0.539,1,4,"real",19
"shink",0.535,1,5,"pseudo",19
"begin",0.685,1,5,"real",19
"purchase",0.604,1,8,"real",19
"shine",0.546,1,5,"real",19
"away",0.431,1,4,"real",19
"circus",0.46,1,6,"real",19
"bledge",0.592,1,6,"pseudo",19
"family",0.755,1,6,"real",19
"bot",0.479,1,3,"pseudo",19
"winner",0.503,1,6,"real",19
"if",0.687,0,2,"real",19
"beeltisul",0.753,1,9,"pseudo",19
"hant",0.671,1,4,"pseudo",19
"black",0.59,1,5,"real",19
"charks",0.804,1,6,"pseudo",19
"spring",0.482,1,6,"real",19
"give",0.497,1,4,"real",19
"sudsage",0.483,1,7,"pseudo",19
"hot",0.446,1,3,"real",19
"invent",0.638,1,6,"real",19
"ef",0.946,1,2,"pseudo",19
"chance",0.452,1,6,"real",19
"ud",0.462,1,2,"pseudo",19
"mistake",0.47,1,7,"real",19
"but",0.578,1,3,"real",19
"holily",0.396,1,6,"pseudo",19
"hktni",0.571,1,5,"pseudo",19
"zembering",0.589,1,9,"pseudo",19
"gibs",0.763,1,4,"pseudo",19
"hube",0.423,1,4,"pseudo",19
"pledge",0.609,1,6,"real",19
"purshare",0.545,1,8,"pseudo",19
"am",0.652,1,2,"real",19
"coth",0.505,0,4,"pseudo",19
"question",0.514,1,8,"real",19
"blans",0.495,1,5,"pseudo",19
"ujst",0.515,1,4,"pseudo",19
"pencil",0.539,1,6,"real",19
"compliment",0.429,0,10,"real",19
"benon",0.58,1,5,"pseudo",19
"hand",0.521,1,4,"real",19
"guoys",0.56,1,5,"pseudo",19
"mistive",0.479,0,7,"pseudo",19
"his",0.523,1,3,"real",19
"slit",0.742,0,4,"real",19
"tate",0.776,1,4,"pseudo",19
"come",0.411,1,4,"real",19
"sausage",0.431,0,7,"real",19
"ball",0.513,1,4,"real",19
"soth",0.497,0,4,"pseudo",19
"freat",0.659,1,5,"pseudo",19
"my",0.468,1,2,"real",19
"think",0.513,1,5,"real",19
"cibsus",0.521,1,6,"pseudo",19
"ge",0.573,1,2,"pseudo",19
"huge",0.648,1,4,"real",19
"went",0.614,1,4,"real",19
"inpant",0.488,1,6,"pseudo",19
"slellen",0.664,1,7,"pseudo",19
"ganner",0.686,1,6,"pseudo",19
"waay",0.471,0,4,"pseudo",19
"fror",0.748,1,4,"pseudo",19
"guess",0.482,1,5,"real",19
"wase",0.564,1,4,"pseudo",19
"cotplicant",0.715,1,10,"pseudo",19
"ase",13.04792,1,3,"pseudo",20
"fistory",2.933015,1,7,"pseudo",20
"leld",1.252245,1,4,"pseudo",20
"collapse",1.79129,0,8,"real",20
"and",4.876355,1,3,"real",20
"distance",1.31442,1,8,"real",20
"fatter",2.364745,1,6,"real",20
"find",0.914155,1,4,"real",20
"fimp",9.266495,1,4,"pseudo",20
"napery",1.68092,0,6,"real",20
"time",1.28452,1,4,"real",20
"stop",1.117125,1,4,"real",20
"stain",14.209995,1,5,"real",20
"stass",1.985685,1,5,"pseudo",20
"lant",1.682675,0,4,"pseudo",20
"ston",0.38172,1,4,"pseudo",20
"strange",1.262825,1,7,"real",20
"mun",1.14717,1,3,"pseudo",20
"immiterise",8.57383,1,10,"pseudo",20
"imagine",2.26696,1,7,"real",20
"bangs",3.61458,1,5,"real",20
"fite",6.34865,1,4,"pseudo",20
"ancrusinishness",1.59892,1,15,"pseudo",20
"strarms",6.109675,1,7,"pseudo",20
"seadrill",1.396605,1,8,"pseudo",20
"cow",0.93184,1,3,"real",20
"vosery",1.932705,1,6,"pseudo",20
"imeyits",1.12762,1,7,"pseudo",20
"fish",1.214705,1,4,"real",20
"molk",3.178635,1,4,"pseudo",20
"plane",1.08599,1,5,"real",20
"answer",1.051155,1,6,"real",20
"dooseful",1.594945,1,8,"pseudo",20
"garden",1.730625,1,6,"real",20
"waves",0.9797,1,5,"real",20
"contain",1.76154,0,7,"real",20
"runey",2.72186,0,5,"pseudo",20
"wass",1.733065,1,4,"pseudo",20
"acquisitiveness",1.146565,0,15,"real",20
"testify",5.814495,1,7,"real",20
"hom",1.93266,1,3,"pseudo",20
"left",1.803535,1,4,"real",20
"business",1.28308,1,8,"real",20
"distides",11.46358,1,8,"pseudo",20
"rebosks",3.062515,1,7,"pseudo",20
"resolve",5.417315,1,7,"real",20
"ggnoi",2.464705,1,5,"pseudo",20
"de",2.115835,1,2,"pseudo",20
"idthepiates",5.08949,1,11,"pseudo",20
"ees",12.49832,1,3,"pseudo",20
"down",1.41578,1,4,"real",20
"speveal",5.535985,1,7,"pseudo",20
"stail",1.84744,0,5,"pseudo",20
"kile",0.14619,1,4,"pseudo",20
"arm",6.04967,1,3,"real",20
"han",1.614505,1,3,"pseudo",20
"collosks",1.6139,1,8,"pseudo",20
"man",1.166565,1,3,"real",20
"te",1.416075,1,2,"pseudo",20
"impoverish",1.531975,1,10,"real",20
"oenc",0.947115,0,4,"pseudo",20
"warpen",1.98144,1,6,"pseudo",20
"roder",1.12861,1,5,"pseudo",20
"see",1.01424,1,3,"real",20
"once",0.950285,1,4,"real",20
"going",0.848785,1,5,"real",20
"jewel",0.877235,1,5,"real",20
"arsher",1.0854,1,6,"pseudo",20
"river",0.91427,1,5,"real",20
"baafness",1.27981,1,8,"pseudo",20
"nap",1.04866,1,3,"real",20
"nop",1.215775,1,3,"pseudo",20
"special",0.86504,1,7,"real",20
"milk",0.913835,1,4,"real",20
"bawed",1.032765,1,5,"pseudo",20
"money",0.897075,1,5,"real",20
"sun",0.864395,1,3,"real",20
"pame",1.18412,1,4,"pseudo",20
"seashell",1.181585,1,8,"real",20
"library",0.953135,1,7,"real",20
"jixel",1.194755,1,5,"pseudo",20
"me",0.832075,1,2,"real",20
"we",0.91672,1,2,"real",20
"appropriates",1.24998,0,12,"real",20
"wared",0.84709,0,5,"pseudo",20
"kind",0.96543,1,4,"real",20
"swane",1.3156,0,5,"pseudo",20
"fattify",1.42995,1,7,"pseudo",20
"ways",0.964965,1,4,"real",20
"cok",1.43183,0,3,"pseudo",20
"part",0.878675,1,4,"real",20
"him",0.88286,1,3,"real",20
"doubtful",2.31455,1,8,"real",20
"tice",1.565765,1,4,"pseudo",20
"contive",3.83097,0,7,"pseudo",20
"alk",1.66049,1,3,"pseudo",20
"land",3.47256,0,4,"real",20
"stamp",0.066915,1,5,"real",20
"wndo",1.61705,1,4,"pseudo",20
"hitter",1.317915,0,6,"pseudo",20
"totoseneian",1.457095,1,11,"pseudo",20
"live",1.10502,1,4,"real",20
"knew",1.193335,1,4,"real",20
"morning",3.51008,0,7,"real",20
"light",1.03425,1,5,"real",20
"short",1.01672,1,5,"real",20
"the",1.284595,1,3,"real",20
"quen",1.59386,0,4,"pseudo",20
"moon",1.065775,1,4,"real",20
"open",1.783725,1,4,"real",20
"tried",1.813835,0,5,"real",20
"into",5.47125,1,4,"real",20
"brubs",1.964995,1,5,"pseudo",20
"congusozation",3.63045,0,13,"pseudo",20
"signal",2.584455,1,6,"real",20
"lame",5.684375,1,4,"real",20
"trood",1.446225,1,5,"pseudo",20
"oban",2.785555,1,4,"pseudo",20
"albust",2.282235,1,6,"pseudo",20
"she",4.7311,1,3,"real",20
"med",2.184905,0,3,"pseudo",20
"almost",1.09972,1,6,"real",20
"vesural",3.91522,0,7,"pseudo",20
"brought",1.87126,1,7,"real",20
"liffs",5.61617,0,5,"pseudo",20
"sholt",2.133305,1,5,"pseudo",20
"could",1.19661,1,5,"real",20
"arf",1.19874,1,3,"pseudo",20
"charring",3.863035,1,8,"real",20
"fasees",16.58127,0,6,"pseudo",20
"lape",1.33324,0,4,"pseudo",20
"famous",1.76173,1,6,"real",20
"is",1.36338,1,2,"real",20
"number",3.862925,1,6,"real",20
"configuration",2.071985,1,13,"real",20
"ot",9.69782,0,2,"pseudo",20
"serning",2.16574,1,7,"pseudo",20
"play",1.530355,1,4,"real",20
"car",3.652435,1,3,"real",20
"timelly",1.680775,1,7,"pseudo",20
"homogeneous",1.616015,1,11,"real",20
"garment",1.499135,1,7,"real",20
"strosh",2.2484,0,6,"pseudo",20
"rescets",1.330455,0,7,"pseudo",20
"loms",1.62018,1,4,"pseudo",20
"tha",4.4981,0,3,"pseudo",20
"new",1.385355,1,3,"real",20
"justice",2.534705,1,7,"real",20
"chanding",3.2669,0,8,"pseudo",20
"accustomed",1.413535,1,10,"real",20
"che",2.202105,1,3,"pseudo",20
"of",1.417065,1,2,"real",20
"jostile",1.34634,1,7,"pseudo",20
"natural",1.59749,1,7,"real",20
"sheas",1.231015,1,5,"pseudo",20
"nurger",7.00243,1,6,"pseudo",20
"jump",1.01282,1,4,"real",20
"insows",1.14918,1,6,"pseudo",20
"lost",0.816015,1,4,"real",20
"tascer",1.132625,1,6,"pseudo",20
"recorse",1.283925,1,7,"pseudo",20
"air",1.01273,1,3,"real",20
"brush",1.64552,1,5,"real",20
"hust",1.861685,0,4,"pseudo",20
"wread",1.314555,0,5,"pseudo",20
"twew",1.570255,1,4,"pseudo",20
"inside",1.095165,1,6,"real",20
"reverse",1.6819,1,7,"real",20
"finally",1.066185,1,7,"real",20
"moop",1.73333,0,4,"pseudo",20
"cag",0.082095,1,3,"pseudo",20
"accastanct",9.647065,0,10,"pseudo",20
"cowbim",2.06238,1,6,"pseudo",20
"ypla",1.71517,1,4,"pseudo",20
"clought",3.43359,0,7,"pseudo",20
"os",1.65197,1,2,"pseudo",20
"vlei",1.91665,1,4,"pseudo",20
"fine",1.69682,1,4,"real",20
"red",2.96728,1,3,"real",20
"garbant",2.806735,1,7,"pseudo",20
"shoes",1.84717,1,5,"real",20
"father",1.222715,1,6,"real",20
"cowboy",1.27921,1,6,"real",20
"strong",1.446835,1,6,"real",20
"fing",2.355155,1,4,"pseudo",20
"na",1.680885,1,2,"pseudo",20
"inni",5.448005,1,4,"pseudo",20
"naw",2.3475,1,3,"pseudo",20
"mpju",1.09611,1,4,"pseudo",20
"must",1.160365,1,4,"real",20
"no",0.898685,1,2,"real",20
"then",0.879485,1,4,"real",20
"molent",3.931245,1,6,"pseudo",20
"potent",2.400525,0,6,"real",20
"power",2.550205,1,5,"real",20
"pumer",2.483755,0,5,"pseudo",20
"knead",20.066275,0,5,"real",20
"sould",6.663135,1,5,"pseudo",20
"repress",5.215525,1,7,"real",20
"sildal",1.38023,1,6,"pseudo",20
"describe",21.43178,1,8,"real",20
"mannanency",7.205765,1,10,"pseudo",20
"space",2.070245,1,5,"real",20
"permanency",2.43925,1,10,"real",20
"paper",2.153265,1,5,"real",20
"help",2.849885,1,4,"real",20
"budget",13.20788,0,6,"real",20
"germantia",1.38533,1,9,"pseudo",20
"hect",8.348305,0,4,"pseudo",20
"however",1.13265,1,7,"real",20
"thank",1.31344,1,5,"real",20
"better",1.3386,1,6,"real",20
"hadder",3.20812,1,6,"pseudo",20
"bulbet",1.049215,1,6,"pseudo",20
"daople",1.5119,1,6,"pseudo",20
"animal",1.11836,1,6,"real",20
"never",1.108245,1,5,"real",20
"ar",1.08167,1,2,"pseudo",20
"clomify",1.163025,1,7,"pseudo",20
"woft",2.046625,0,4,"pseudo",20
"fast",0.97797,1,4,"real",20
"pon",1.069635,1,3,"pseudo",20
"snose",2.56825,0,5,"pseudo",20
"an",0.930215,0,2,"real",20
"creat",1.08601,0,5,"pseudo",20
"without",2.49966,1,7,"real",20
"sain",3.19654,0,4,"pseudo",20
"phlere",1.199505,1,6,"pseudo",20
"thantboard",2.89995,1,10,"pseudo",20
"become",1.048905,1,6,"real",20
"he",1.814805,1,2,"real",20
"nuder",1.66924,1,5,"pseudo",20
"wirtoul",4.00731,1,7,"pseudo",20
"asca",6.14882,1,4,"pseudo",20
"able",1.510045,1,4,"real",20
"qualify",1.79963,1,7,"real",20
"slace",3.21281,0,5,"pseudo",20
"sick",37.646265,1,4,"real",20
"guarantee",1.39655,0,9,"real",20
"shotty",1.331085,1,6,"pseudo",20
"ablood",2.226245,1,6,"pseudo",20
"investigate",1.46456,1,11,"real",20
"cotosks",11.35843,0,7,"pseudo",20
"telechinct",1.452495,1,10,"pseudo",20
"two",1.0151,1,3,"real",20
"skateboard",0.93287,1,10,"real",20
"grasshopper",1.60824,0,11,"real",20
"great",2.228815,1,5,"real",20
"alipol",2.347425,1,6,"pseudo",20
"ther",12.007935,0,4,"pseudo",20
"spat",1.57751,0,4,"real",20
"grat",1.894365,1,4,"pseudo",20
"sids",1.304025,0,4,"pseudo",20
"fave",7.582455,1,4,"pseudo",20
"pop",4.50058,0,3,"real",20
"whose",1.601435,1,5,"real",20
"upending",1.197955,0,8,"real",20
"elements",1.76879,1,8,"real",20
"overwhelm",2.44294,1,9,"real",20
"utashing",1.23125,1,8,"pseudo",20
"bone",1.013,1,4,"real",20
"hu",1.112065,1,2,"pseudo",20
"besime",1.14828,0,6,"pseudo",20
"sail",1.09767,0,4,"real",20
"bove",1.26651,0,4,"pseudo",20
"mader",2.937435,0,5,"pseudo",20
"people",2.190705,1,6,"real",20
"again",10.559335,1,5,"real",20
"agreed",2.199615,0,6,"real",20
"cat",2.421295,1,3,"real",20
"underchime",2.433525,0,10,"pseudo",20
"invectiress",1.71449,0,11,"pseudo",20
"yos",1.625365,1,3,"pseudo",20
"hammer",1.083995,0,6,"real",20
"etecants",11.29718,1,8,"pseudo",20
"beller",1.24843,1,6,"pseudo",20
"flankfopper",9.04909,1,11,"pseudo",20
"gaian",1.187745,0,5,"pseudo",20
"sphere",1.46369,1,6,"real",20
"wto",1.01255,1,3,"pseudo",20
"dag",1.355705,0,3,"pseudo",20
"pretty",1.765855,1,6,"real",20
"overtruan",1.181625,1,9,"pseudo",20
"work",1.949725,1,4,"real",20
"dog",1.764445,1,3,"real",20
"fafever",2.08127,1,7,"pseudo",20
"dat",1.563755,1,3,"pseudo",20
"destrifs",1.515705,1,8,"pseudo",20
"dood",1.784645,1,4,"pseudo",20
"cologne",6.33317,0,7,"real",20
"ap",2.24897,1,2,"pseudo",20
"them",1.14323,1,4,"real",20
"khtna",1.40337,1,5,"pseudo",20
"back",1.450405,0,4,"real",20
"telescoped",1.698285,1,10,"real",20
"bads",5.695015,1,4,"pseudo",20
"wood",2.500435,1,4,"real",20
"as",5.063985,0,2,"real",20
"yes",1.921465,1,3,"real",20
"understand",2.03408,1,10,"real",20
"groon",2.426845,0,5,"pseudo",20
"hore",1.240235,1,4,"pseudo",20
"uffive",1.19364,1,6,"pseudo",20
"crovel",0.974955,0,6,"pseudo",20
"winter",1.03885,0,6,"real",20
"candy",0.98236,1,5,"real",20
"leald",3.18815,1,5,"pseudo",20
"even",0.90366,1,4,"real",20
"tok",0.969375,1,3,"pseudo",20
"loak",2.189425,1,4,"pseudo",20
"banny",1.041445,1,5,"pseudo",20
"plays",1.50302,1,5,"real",20
"good",1.67246,1,4,"real",20
"round",1.541675,1,5,"real",20
"on",2.576,1,2,"real",20
"umly",3.91373,1,4,"pseudo",20
"pealt",1.84136,0,5,"pseudo",20
"en",1.05813,1,2,"pseudo",20
"beeching",0.86342,1,8,"pseudo",20
"in",1.1343,1,2,"real",20
"da",2.37741,1,2,"pseudo",20
"everyone",1.56175,1,8,"real",20
"long",5.29474,1,4,"real",20
"esslyots",1.494805,0,8,"pseudo",20
"have",0.91127,1,4,"real",20
"ip",1.85948,1,2,"pseudo",20
"fireer",3.681755,0,6,"pseudo",20
"gravel",1.206685,1,6,"real",20
"after",1.332685,1,5,"real",20
"chigshen",1.008255,1,8,"pseudo",20
"scays",0.84266,1,5,"pseudo",20
"streat",1.617355,1,6,"pseudo",20
"only",0.684415,0,4,"real",20
"bi",0.867305,1,2,"pseudo",20
"et",0.762465,1,2,"pseudo",20
"look",1.031425,1,4,"real",20
"wist",1.755845,0,4,"pseudo",20
"ganter",1.43726,1,6,"pseudo",20
"children",1.19435,1,8,"real",20
"liberty",1.24934,1,7,"real",20
"miss",2.199995,1,4,"real",20
"street",1.191125,0,6,"real",20
"ridicule",1.10053,1,8,"real",20
"tfaer",0.928675,1,5,"pseudo",20
"fawerty",1.497545,1,7,"pseudo",20
"spu",1.633135,1,3,"pseudo",20
"tister",1.397,1,6,"pseudo",20
"ro",1.265655,1,2,"pseudo",20
"watch",0.865785,1,5,"real",20
"hane",2.2539,1,4,"pseudo",20
"polarize",1.117985,1,8,"real",20
"meat",1.142205,1,4,"real",20
"spy",0.86573,1,3,"real",20
"signaller",1.329885,1,9,"real",20
"through",0.92621,1,7,"real",20
"spuer",1.39502,1,5,"pseudo",20
"at",2.47915,0,2,"real",20
"rackle",1.64381,1,6,"pseudo",20
"be",1.091835,0,2,"real",20
"peace",1.016045,1,5,"real",20
"unger",1.401035,0,5,"pseudo",20
"learn",1.916035,1,5,"real",20
"faster",1.10386,1,6,"real",20
"complete",1.133055,1,8,"real",20
"toy",0.931265,1,3,"real",20
"cas",0.830075,0,3,"pseudo",20
"do",1.147495,1,2,"real",20
"dryer",23.496285,1,5,"real",20
"sobsaller",1.24178,1,9,"pseudo",20
"more",1.454625,1,4,"real",20
"mich",1.314635,0,4,"pseudo",20
"sint",1.506255,1,4,"pseudo",20
"building",1.285835,1,8,"real",20
"need",2.01957,1,4,"real",20
"ruticole",1.18131,1,8,"pseudo",20
"green",2.25461,1,5,"real",20
"hencory",1.70238,1,7,"pseudo",20
"pocorism",1.413635,1,8,"pseudo",20
"will",0.912665,1,4,"real",20
"farmer",0.961435,0,6,"real",20
"mout",2.01842,1,4,"pseudo",20
"so",6.82737,1,2,"real",20
"complase",1.07967,0,8,"pseudo",20
"spoll",1.34708,0,5,"pseudo",20
"can",1.432335,1,3,"real",20
"place",0.90417,1,5,"real",20
"sing",1.049225,1,4,"real",20
"om",1.13357,1,2,"pseudo",20
"office",1.26258,1,6,"real",20
"enan",1.648305,1,4,"pseudo",20
"losh",1.513505,1,4,"pseudo",20
"lkoo",1.23162,1,4,"pseudo",20
"wawed",1.016485,0,5,"pseudo",20
"drnuo",1.330735,1,5,"pseudo",20
"nied",256.531245,0,4,"pseudo",20
"other",1.13377,1,5,"real",20
"spell",3.088395,1,5,"real",20
"pickle",1.065165,1,6,"real",20
"goud",0.89813,0,4,"pseudo",20
"history",1.019385,1,7,"real",20
"duttery",1.973455,1,7,"pseudo",20
"from",3.547015,0,4,"real",20
"freat",0.951705,0,5,"pseudo",20
"take",0.901945,1,4,"real",20
"sausage",1.975005,1,7,"real",20
"went",3.80184,1,4,"real",20
"hand",5.32883,0,4,"real",20
"tate",2.548265,0,4,"pseudo",20
"hktni",1.026345,1,5,"pseudo",20
